sys_created_on,closed_at,quantity,csr_triggered,ohs_triggered,sub_task,SubTask_Number,business_duration,state,sys_updated_on,opened_at,assignment_group,number,Working_Turn_Around_Days
6/11/2023,13/11/2023,1,TRUE,FALSE,Require CSR,SubTask_0250423,7.3,Closed Incomplete,13/11/2023,6/11/2023,Procurement Operations Team,SR_Req_1049588,5
6/11/2023,5/12/2023,1,TRUE,FALSE,Require CSR,SubTask_0250460,28.94513889,Closed Complete,5/12/2023,6/11/2023,Finance Operations Team,SR_Req_1049653,21
6/11/2023,20/11/2023,1,TRUE,FALSE,Require CSR,SubTask_0250462,13.90069444,Closed Complete,20/11/2023,6/11/2023,Finance Operations Team,SR_Req_1049657,10
6/11/2023,17/11/2023,1,TRUE,FALSE,Require CSR,SubTask_0250464,11.00208333,Closed Incomplete,17/11/2023,6/11/2023,Procurement Operations Team,SR_Req_1049668,9
6/11/2023,24/11/2023,1,TRUE,FALSE,Require CSR,SubTask_0250478,17.81458333,Closed Complete,24/11/2023,6/11/2023,Finance Operations Team,SR_Req_1049704,14
6/11/2023,14/12/2023,1,FALSE,FALSE,Require Neither,,37.98472222,Closed Complete,14/12/2023,6/11/2023,Finance Operations Team,SR_Req_1049748,28
8/11/2023,23/11/2023,1,TRUE,FALSE,Require CSR,SubTask_0250528,14.96805556,Closed Complete,23/11/2023,8/11/2023,Finance Operations Team,SR_Req_1050150,12
8/11/2023,27/11/2023,1,FALSE,FALSE,Require Neither,,18.90555556,Closed Complete,27/11/2023,8/11/2023,Finance Operations Team,SR_Req_1050290,14
8/11/2023,17/11/2023,1,FALSE,TRUE,Require OH&S,SubTask_0250646,8.9875,Closed Incomplete,26/11/2023,8/11/2023,Procurement Operations Team,SR_Req_1050380,8
8/11/2023,16/11/2023,1,TRUE,TRUE,Require Both,"SubTask_0250683, SubTask_0250684",8.00625,Closed Incomplete,26/11/2023,8/11/2023,Procurement Operations Team,SR_Req_1050525,7
8/11/2023,13/11/2023,1,FALSE,FALSE,Require Neither,,4.929861111,Closed Complete,13/11/2023,8/11/2023,Finance Operations Team,SR_Req_1050544,4
8/11/2023,20/11/2023,1,TRUE,FALSE,Require CSR,"SubTask_0250708, SubTask_0251185",11.69861111,Closed Complete,20/11/2023,8/11/2023,Finance Operations Team,SR_Req_1050605,9
8/11/2023,20/11/2023,1,TRUE,FALSE,Require CSR,SubTask_0250735,11.47638889,Closed Complete,20/11/2023,8/11/2023,Finance Operations Team,SR_Req_1050699,9
9/11/2023,20/11/2023,1,FALSE,FALSE,Require Neither,,11.34722222,Closed Complete,20/11/2023,9/11/2023,Finance Operations Team,SR_Req_1050708,8
9/11/2023,5/12/2023,1,FALSE,FALSE,Require Neither,,26.12986111,Closed Complete,5/12/2023,9/11/2023,Finance Operations Team,SR_Req_1050712,19
9/11/2023,20/11/2023,1,FALSE,FALSE,Require Neither,,10.80555556,Closed Complete,20/11/2023,9/11/2023,Finance Operations Team,SR_Req_1051107,8
9/11/2023,22/11/2023,1,FALSE,FALSE,Require Neither,SubTask_0251026,12.67430556,Closed Complete,22/11/2023,9/11/2023,Finance Operations Team,SR_Req_1051416,10
9/11/2023,10/11/2023,1,TRUE,FALSE,Require CSR,SubTask_0250897,0.706944444,Closed Skipped,10/11/2023,9/11/2023,Procurement Operations Team,SR_Req_1051428,2
10/11/2023,22/11/2023,1,FALSE,FALSE,Require Neither,,12.03263889,Closed Incomplete,22/11/2023,10/11/2023,Procurement Operations Team,SR_Req_1051560,9
10/11/2023,27/11/2023,1,FALSE,TRUE,Require OH&S,SubTask_0250935,16.89027778,Closed Complete,27/11/2023,10/11/2023,Finance Operations Team,SR_Req_1051630,12
10/11/2023,15/11/2023,1,FALSE,FALSE,Require Neither,,5.1375,Closed Complete,15/11/2023,10/11/2023,Finance Operations Team,SR_Req_1051691,4
10/11/2023,13/11/2023,1,FALSE,FALSE,Require Neither,,2.761805556,Closed Skipped,13/11/2023,10/11/2023,Procurement Operations Team,SR_Req_1051841,2
10/11/2023,15/11/2023,1,FALSE,FALSE,Require Neither,,4.977777778,Closed Complete,15/11/2023,10/11/2023,Finance Operations Team,SR_Req_1051875,4
10/11/2023,20/11/2023,1,TRUE,FALSE,Require CSR,SubTask_0251039,9.668055556,Closed Complete,20/11/2023,10/11/2023,Finance Operations Team,SR_Req_1051881,7
11/11/2023,20/11/2023,1,TRUE,FALSE,Require CSR,SubTask_0251051,9.288194444,Closed Complete,20/11/2023,11/11/2023,Finance Operations Team,SR_Req_1051953,6
13/11/2023,15/11/2023,1,FALSE,FALSE,Require Neither,,2.316666667,Closed Incomplete,15/11/2023,13/11/2023,Finance Operations Team,SR_Req_1052017,3
13/11/2023,17/11/2023,1,FALSE,FALSE,Require Neither,,4.025,Closed Complete,17/11/2023,13/11/2023,Finance Operations Team,SR_Req_1052124,5
13/11/2023,13/11/2023,1,TRUE,TRUE,Require Both,"SubTask_0251140, SubTask_0251141",0.009722222,Closed Skipped,21/11/2023,13/11/2023,Procurement Operations Team,SR_Req_1052163,1
13/11/2023,14/11/2023,1,TRUE,FALSE,Require CSR,SubTask_0251167,0.956944444,Closed Skipped,14/11/2023,13/11/2023,Procurement Operations Team,SR_Req_1052251,2
13/11/2023,27/11/2023,1,FALSE,FALSE,Require Neither,,13.83819444,Closed Complete,27/11/2023,13/11/2023,Finance Operations Team,SR_Req_1052276,11
13/11/2023,24/11/2023,1,FALSE,FALSE,Require Neither,,10.76111111,Closed Complete,24/11/2023,13/11/2023,Finance Operations Team,SR_Req_1052341,10
13/11/2023,27/11/2023,1,FALSE,FALSE,Require Neither,,13.83125,Closed Incomplete,27/11/2023,13/11/2023,Finance Operations Team,SR_Req_1052452,11
13/11/2023,27/11/2023,1,TRUE,FALSE,Require CSR,SubTask_0251232,13.70208333,Closed Complete,27/11/2023,13/11/2023,Finance Operations Team,SR_Req_1052547,11
13/11/2023,20/11/2023,1,FALSE,FALSE,Require Neither,,6.571527778,Closed Complete,20/11/2023,13/11/2023,Finance Operations Team,SR_Req_1052634,6
14/11/2023,22/11/2023,1,FALSE,TRUE,Require OH&S,SubTask_0251274,7.985416667,Closed Complete,22/11/2023,14/11/2023,Finance Operations Team,SR_Req_1052788,7
14/11/2023,15/11/2023,1,FALSE,TRUE,Require OH&S,SubTask_0251280,0.990277778,Closed Skipped,26/11/2023,14/11/2023,Procurement Operations Team,SR_Req_1052828,2
14/11/2023,20/11/2023,1,TRUE,FALSE,Require CSR,SubTask_0251287,5.926388889,Closed Complete,20/11/2023,14/11/2023,Finance Operations Team,SR_Req_1052834,5
14/11/2023,20/11/2023,1,TRUE,FALSE,Require CSR,"SubTask_0251302, SubTask_0251434",5.896527778,Closed Complete,20/11/2023,14/11/2023,Finance Operations Team,SR_Req_1052885,5
14/11/2023,20/11/2023,1,FALSE,FALSE,Require Neither,,5.826388889,Closed Complete,20/11/2023,14/11/2023,Finance Operations Team,SR_Req_1052974,5
14/11/2023,21/11/2023,1,FALSE,FALSE,Require Neither,,6.860416667,Closed Complete,21/11/2023,14/11/2023,Finance Operations Team,SR_Req_1052990,6
14/11/2023,21/11/2023,1,TRUE,FALSE,Require CSR,"SubTask_0251373, SubTask_0251455",6.834722222,Closed Complete,21/11/2023,14/11/2023,Finance Operations Team,SR_Req_1053037,6
14/11/2023,22/11/2023,1,TRUE,FALSE,Require CSR,"SubTask_0251374, SubTask_0251910",7.818055556,Closed Complete,22/11/2023,14/11/2023,Finance Operations Team,SR_Req_1053048,7
14/11/2023,20/11/2023,1,TRUE,FALSE,Require CSR,SubTask_0251396,5.771527778,Closed Complete,20/11/2023,14/11/2023,Finance Operations Team,SR_Req_1053069,5
14/11/2023,24/11/2023,1,TRUE,FALSE,Require CSR,SubTask_0251439,9.719444444,Closed Complete,24/11/2023,14/11/2023,Finance Operations Team,SR_Req_1053157,9
14/11/2023,20/11/2023,1,FALSE,FALSE,Require Neither,,5.675694444,Closed Complete,20/11/2023,14/11/2023,Finance Operations Team,SR_Req_1053199,5
14/11/2023,13/12/2023,1,FALSE,FALSE,Require Neither,,28.72638889,Closed Complete,13/12/2023,14/11/2023,Finance Operations Team,SR_Req_1053272,22
15/11/2023,16/11/2023,1,TRUE,FALSE,Require CSR,SubTask_0251483,0.346527778,Closed Complete,16/11/2023,15/11/2023,Finance Operations Team,SR_Req_1053330,2
15/11/2023,27/11/2023,1,FALSE,TRUE,Require OH&S,SubTask_0251573,11.72569444,Closed Complete,27/11/2023,15/11/2023,Finance Operations Team,SR_Req_1053833,9
15/11/2023,7/12/2023,1,FALSE,TRUE,Require OH&S,SubTask_0251593,21.75138889,Closed Complete,7/12/2023,15/11/2023,Finance Operations Team,SR_Req_1053899,17
15/11/2023,20/11/2023,1,TRUE,FALSE,Require CSR,"SubTask_0251595, SubTask_0251798",4.684722222,Closed Complete,20/11/2023,15/11/2023,Finance Operations Team,SR_Req_1053902,4
15/11/2023,20/12/2023,1,TRUE,FALSE,Require CSR,SubTask_0251618,34.70486111,Closed Incomplete,20/12/2023,15/11/2023,Procurement Operations Team,SR_Req_1053948,26
16/11/2023,30/11/2023,1,TRUE,FALSE,Require CSR,SubTask_0251670,13.99930556,Closed Complete,30/11/2023,16/11/2023,Finance Operations Team,SR_Req_1054025,11
16/11/2023,21/11/2023,1,TRUE,FALSE,Require CSR,SubTask_0251713,4.943055556,Closed Complete,21/11/2023,16/11/2023,Finance Operations Team,SR_Req_1054237,4
16/11/2023,22/11/2023,1,FALSE,FALSE,Require Neither,,6.023611111,Closed Skipped,22/11/2023,16/11/2023,Procurement Operations Team,SR_Req_1054360,5
17/11/2023,29/11/2023,1,FALSE,FALSE,Require Neither,,11.98541667,Closed Complete,29/11/2023,17/11/2023,Finance Operations Team,SR_Req_1054658,9
17/11/2023,22/11/2023,1,FALSE,FALSE,Require Neither,,4.911805556,Closed Complete,22/11/2023,17/11/2023,Finance Operations Team,SR_Req_1054752,4
17/11/2023,24/11/2023,1,FALSE,FALSE,Require Neither,,6.8125,Closed Complete,24/11/2023,17/11/2023,Finance Operations Team,SR_Req_1054817,6
17/11/2023,11/12/2023,1,TRUE,FALSE,Require CSR,SubTask_0251934,23.71041667,Closed Complete,11/12/2023,17/11/2023,Finance Operations Team,SR_Req_1054882,17
20/11/2023,22/11/2023,1,TRUE,FALSE,Require CSR,SubTask_0252015,0.950694444,Closed Complete,22/11/2023,20/11/2023,Finance Operations Team,SR_Req_1055226,3
20/11/2023,20/11/2023,1,FALSE,FALSE,Require Neither,,0.0125,Closed Complete,20/11/2023,20/11/2023,Procurement Operations Team,SR_Req_1055361,1
20/11/2023,24/11/2023,1,TRUE,FALSE,Require CSR,SubTask_0252053,3.815972222,Closed Complete,24/11/2023,20/11/2023,Finance Operations Team,SR_Req_1055382,5
20/11/2023,27/11/2023,1,TRUE,TRUE,Require Both,"SubTask_0252061, SubTask_0252358, SubTask_0252062",6.751388889,Closed Complete,27/11/2023,20/11/2023,Finance Operations Team,SR_Req_1055405,6
20/11/2023,27/11/2023,1,TRUE,FALSE,Require CSR,SubTask_0252117,6.656944444,Closed Complete,27/11/2023,20/11/2023,Finance Operations Team,SR_Req_1055566,6
20/11/2023,27/11/2023,1,FALSE,FALSE,Require Neither,,6.636805556,Closed Complete,27/11/2023,20/11/2023,Finance Operations Team,SR_Req_1055599,6
21/11/2023,27/11/2023,1,FALSE,FALSE,Require Neither,,5.920833333,Closed Complete,27/11/2023,21/11/2023,Finance Operations Team,SR_Req_1055787,5
21/11/2023,24/11/2023,1,TRUE,FALSE,Require CSR,SubTask_0252179,2.895138889,Closed Complete,24/11/2023,21/11/2023,Finance Operations Team,SR_Req_1055818,4
21/11/2023,14/12/2023,1,FALSE,FALSE,Require Neither,,22.975,Closed Complete,14/12/2023,21/11/2023,Finance Operations Team,SR_Req_1056045,18
21/11/2023,29/11/2023,1,TRUE,FALSE,Require CSR,"SubTask_0252240, SubTask_0252515",7.800694444,Closed Complete,29/11/2023,21/11/2023,Finance Operations Team,SR_Req_1056123,7
21/11/2023,24/11/2023,1,FALSE,FALSE,Require Neither,,3.004861111,Closed Incomplete,24/11/2023,21/11/2023,Procurement Operations Team,SR_Req_1056174,4
22/11/2023,5/12/2023,1,FALSE,FALSE,Require Neither,,13.15763889,Closed Incomplete,5/12/2023,22/11/2023,Procurement Operations Team,SR_Req_1056331,10
22/11/2023,5/12/2023,1,FALSE,FALSE,Require Neither,,13.02638889,Closed Complete,5/12/2023,22/11/2023,Finance Operations Team,SR_Req_1056470,10
22/11/2023,13/12/2023,1,FALSE,TRUE,Require OH&S,"SubTask_0253121, SubTask_0252371",21.09930556,Closed Complete,13/12/2023,22/11/2023,Finance Operations Team,SR_Req_1056528,16
22/11/2023,6/12/2023,1,FALSE,FALSE,Require Neither,,14.15208333,Closed Complete,6/12/2023,22/11/2023,Finance Operations Team,SR_Req_1056550,11
22/11/2023,5/12/2023,1,FALSE,TRUE,Require OH&S,SubTask_0252393,12.82986111,Closed Complete,5/12/2023,22/11/2023,Finance Operations Team,SR_Req_1056678,10
22/11/2023,14/12/2023,1,FALSE,FALSE,Require Neither,,21.83125,Closed Complete,14/12/2023,22/11/2023,Finance Operations Team,SR_Req_1056733,17
22/11/2023,9/02/2024,1,FALSE,TRUE,Require OH&S,SubTask_0252409,78.86180556,Closed Complete,9/02/2024,22/11/2023,Finance Operations Team,SR_Req_1056755,53
22/11/2023,29/11/2023,1,FALSE,FALSE,Require Neither,,6.773611111,Closed Complete,29/11/2023,22/11/2023,Finance Operations Team,SR_Req_1056763,6
22/11/2023,11/12/2023,1,TRUE,FALSE,Require CSR,SubTask_0252422,18.59791667,Closed Incomplete,11/12/2023,22/11/2023,Procurement Operations Team,SR_Req_1056879,14
23/11/2023,6/12/2023,1,TRUE,FALSE,Require CSR,SubTask_0252471,13.22708333,Closed Complete,6/12/2023,23/11/2023,Finance Operations Team,SR_Req_1057035,10
23/11/2023,29/11/2023,1,TRUE,FALSE,Require CSR,"SubTask_0252484, SubTask_0252626",5.950694444,Closed Complete,29/11/2023,23/11/2023,Finance Operations Team,SR_Req_1057090,5
23/11/2023,20/12/2023,1,TRUE,FALSE,Require CSR,"SubTask_0252525, SubTask_0255498",26.7875,Closed Complete,20/12/2023,23/11/2023,Finance Operations Team,SR_Req_1057259,20
23/11/2023,24/11/2023,1,FALSE,FALSE,Require Neither,,0.96875,Closed Skipped,24/11/2023,23/11/2023,Procurement Operations Team,SR_Req_1057476,2
23/11/2023,13/12/2023,1,FALSE,FALSE,Require Neither,,19.98402778,Closed Incomplete,13/12/2023,23/11/2023,Procurement Operations Team,SR_Req_1057495,15
23/11/2023,5/12/2023,1,FALSE,FALSE,Require Neither,,11.61736111,Closed Complete,5/12/2023,23/11/2023,Finance Operations Team,SR_Req_1057503,9
24/11/2023,19/12/2023,1,FALSE,FALSE,Require Neither,,24.99513889,Closed Complete,19/12/2023,24/11/2023,Finance Operations Team,SR_Req_1057608,18
24/11/2023,29/11/2023,1,FALSE,FALSE,Require Neither,,4.832638889,Closed Complete,29/11/2023,24/11/2023,Finance Operations Team,SR_Req_1057900,4
24/11/2023,29/11/2023,1,FALSE,FALSE,Require Neither,,4.814583333,Closed Complete,29/11/2023,24/11/2023,Finance Operations Team,SR_Req_1057904,4
24/11/2023,11/12/2023,1,FALSE,FALSE,Require Neither,,16.63194444,Closed Complete,11/12/2023,24/11/2023,Finance Operations Team,SR_Req_1057938,12
24/11/2023,14/12/2023,1,TRUE,FALSE,Require CSR,SubTask_0252698,19.70416667,Closed Complete,14/12/2023,24/11/2023,Finance Operations Team,SR_Req_1057961,15
25/11/2023,13/12/2023,1,FALSE,FALSE,Require Neither,,17.92847222,Closed Complete,13/12/2023,25/11/2023,Finance Operations Team,SR_Req_1058000,13
27/11/2023,4/12/2023,1,TRUE,TRUE,Require Both,"SubTask_0252785, SubTask_0252786",6.904861111,Closed Complete,4/12/2023,27/11/2023,Finance Operations Team,SR_Req_1058144,6
27/11/2023,7/12/2023,1,FALSE,TRUE,Require OH&S,SubTask_0252823,9.942361111,Closed Complete,7/12/2023,27/11/2023,Finance Operations Team,SR_Req_1058257,9
27/11/2023,18/12/2023,1,TRUE,FALSE,Require CSR,SubTask_0252897,20.88055556,Closed Incomplete,18/12/2023,27/11/2023,Procurement Operations Team,SR_Req_1058588,16
27/11/2023,8/12/2023,1,FALSE,FALSE,Require Neither,,10.77291667,Closed Complete,8/12/2023,27/11/2023,Finance Operations Team,SR_Req_1058614,10
28/11/2023,18/12/2023,1,TRUE,FALSE,Require CSR,SubTask_0252900,20.70069444,Closed Complete,18/12/2023,28/11/2023,Finance Operations Team,SR_Req_1058637,15
28/11/2023,15/12/2023,1,TRUE,FALSE,Require CSR,SubTask_0252918,16.95833333,Closed Complete,15/12/2023,28/11/2023,Finance Operations Team,SR_Req_1058705,14
28/11/2023,4/12/2023,1,FALSE,FALSE,Require Neither,,5.903472222,Closed Complete,4/12/2023,28/11/2023,Finance Operations Team,SR_Req_1058741,5
28/11/2023,5/12/2023,1,FALSE,FALSE,Require Neither,,7.01875,Closed Complete,5/12/2023,28/11/2023,Finance Operations Team,SR_Req_1058775,6
28/11/2023,29/11/2023,1,FALSE,FALSE,Require Neither,,0.232638889,Closed Complete,29/11/2023,28/11/2023,Procurement Operations Team,SR_Req_1058779,2
28/11/2023,29/11/2023,1,TRUE,FALSE,Require CSR,SubTask_0252968,0.018055556,Closed Incomplete,29/11/2023,28/11/2023,Procurement Operations Team,SR_Req_1058794,2
28/11/2023,8/12/2023,1,FALSE,TRUE,Require OH&S,"SubTask_0253128, SubTask_0252990",10.01388889,Closed Complete,8/12/2023,28/11/2023,Finance Operations Team,SR_Req_1058855,9
28/11/2023,4/12/2023,1,FALSE,FALSE,Require Neither,,5.668055556,Closed Complete,4/12/2023,28/11/2023,Finance Operations Team,SR_Req_1059081,5
29/11/2023,11/12/2023,1,TRUE,FALSE,Require CSR,SubTask_0253141,12.27013889,Closed Complete,11/12/2023,29/11/2023,Finance Operations Team,SR_Req_1059204,9
29/11/2023,14/12/2023,1,TRUE,FALSE,Require CSR,SubTask_0253146,15.17152778,Closed Skipped,14/12/2023,29/11/2023,Procurement Operations Team,SR_Req_1059227,12
29/11/2023,6/12/2023,1,FALSE,FALSE,Require Neither,,7.220833333,Closed Complete,6/12/2023,29/11/2023,Finance Operations Team,SR_Req_1059315,6
29/11/2023,18/12/2023,1,TRUE,FALSE,Require CSR,SubTask_0253199,18.89861111,Closed Complete,18/12/2023,29/11/2023,Finance Operations Team,SR_Req_1059356,14
29/11/2023,13/12/2023,1,FALSE,FALSE,Require Neither,,13.94930556,Closed Complete,13/12/2023,29/11/2023,Finance Operations Team,SR_Req_1059560,11
29/11/2023,18/12/2023,1,TRUE,FALSE,Require CSR,SubTask_0253270,18.43611111,Closed Complete,18/12/2023,29/11/2023,Finance Operations Team,SR_Req_1060659,14
1/12/2023,5/12/2023,1,FALSE,FALSE,Require Neither,,3.995138889,Closed Complete,5/12/2023,1/12/2023,Finance Operations Team,SR_Req_1062055,3
1/12/2023,1/12/2023,1,FALSE,FALSE,Require Neither,,0.005555556,Closed Skipped,1/12/2023,1/12/2023,Procurement Operations Team,SR_Req_1062316,1
2/12/2023,12/12/2023,1,FALSE,FALSE,Require Neither,,9.859027778,Closed Complete,12/12/2023,2/12/2023,Finance Operations Team,SR_Req_1062454,7
4/12/2023,20/12/2023,1,FALSE,FALSE,Require Neither,,15.88194444,Closed Complete,20/12/2023,4/12/2023,Finance Operations Team,SR_Req_1062708,13
4/12/2023,5/02/2024,1,FALSE,TRUE,Require OH&S,SubTask_0253841,62.58819444,Closed Incomplete,5/02/2024,4/12/2023,Finance Operations Team,SR_Req_1063056,41
5/12/2023,22/12/2023,1,TRUE,FALSE,Require CSR,"SubTask_0253842, SubTask_0254497",17.35138889,Closed Complete,22/12/2023,5/12/2023,Finance Operations Team,SR_Req_1063073,14
5/12/2023,12/12/2023,1,FALSE,FALSE,Require Neither,,6.916666667,Closed Complete,12/12/2023,5/12/2023,Finance Operations Team,SR_Req_1063197,6
5/12/2023,13/12/2023,1,FALSE,FALSE,Require Neither,,7.969444444,Closed Complete,13/12/2023,5/12/2023,Finance Operations Team,SR_Req_1063497,7
5/12/2023,11/12/2023,1,FALSE,FALSE,Require Neither,,5.630555556,Closed Complete,11/12/2023,5/12/2023,Finance Operations Team,SR_Req_1063619,5
5/12/2023,6/12/2023,1,FALSE,FALSE,Require Neither,,0.936111111,Closed Incomplete,6/12/2023,5/12/2023,Procurement Operations Team,SR_Req_1063654,2
6/12/2023,21/12/2023,1,TRUE,TRUE,Require Both,"SubTask_0254029, SubTask_0254030",14.94930556,Closed Complete,21/12/2023,6/12/2023,Finance Operations Team,SR_Req_1063797,12
6/12/2023,14/12/2023,1,FALSE,FALSE,Require Neither,SubTask_0254069,7.967361111,Closed Complete,14/12/2023,6/12/2023,Finance Operations Team,SR_Req_1063841,7
6/12/2023,6/12/2023,1,TRUE,FALSE,Require CSR,SubTask_0254043,0.164583333,Closed Incomplete,6/12/2023,6/12/2023,Procurement Operations Team,SR_Req_1063865,1
6/12/2023,13/12/2023,1,FALSE,FALSE,Require Neither,,7.002083333,Closed Complete,13/12/2023,6/12/2023,Finance Operations Team,SR_Req_1063908,6
6/12/2023,21/12/2023,1,FALSE,FALSE,Require Neither,,14.52222222,Closed Complete,21/12/2023,6/12/2023,Finance Operations Team,SR_Req_1064176,12
7/12/2023,7/12/2023,1,TRUE,FALSE,Require CSR,SubTask_0254093,0.252083333,Closed Skipped,7/12/2023,7/12/2023,Procurement Operations Team,SR_Req_1064263,1
7/12/2023,13/12/2023,1,FALSE,FALSE,Require Neither,,6.204166667,Closed Complete,13/12/2023,7/12/2023,Finance Operations Team,SR_Req_1064267,5
7/12/2023,13/12/2023,1,TRUE,FALSE,Require CSR,SubTask_0254241,5.904166667,Closed Complete,13/12/2023,7/12/2023,Finance Operations Team,SR_Req_1064663,5
8/12/2023,14/12/2023,1,FALSE,FALSE,Require Neither,,6.096527778,Closed Complete,14/12/2023,8/12/2023,Finance Operations Team,SR_Req_1064741,5
8/12/2023,7/02/2024,1,FALSE,FALSE,Require Neither,,61.14861111,Closed Complete,7/02/2024,8/12/2023,Finance Operations Team,SR_Req_1064746,39
8/12/2023,11/12/2023,1,TRUE,FALSE,Require CSR,SubTask_0254254,3.234027778,Closed Skipped,11/12/2023,8/12/2023,Procurement Operations Team,SR_Req_1064761,2
8/12/2023,4/01/2024,1,TRUE,TRUE,Require Both,"SubTask_0254297, SubTask_0254298",26.92291667,Closed Complete,4/01/2024,8/12/2023,Finance Operations Team,SR_Req_1064916,15
8/12/2023,15/12/2023,1,FALSE,FALSE,Require Neither,,6.824305556,Closed Complete,15/12/2023,8/12/2023,Finance Operations Team,SR_Req_1064938,6
11/12/2023,13/12/2023,1,FALSE,FALSE,Require Neither,,0.947222222,Closed Complete,13/12/2023,11/12/2023,Finance Operations Team,SR_Req_1065706,3
12/12/2023,14/12/2023,1,TRUE,FALSE,Require CSR,SubTask_0254568,2.011111111,Closed Complete,14/12/2023,12/12/2023,Finance Operations Team,SR_Req_1065956,3
12/12/2023,1/03/2024,1,FALSE,TRUE,Require OH&S,SubTask_0254616,80.15902778,Closed Complete,1/03/2024,12/12/2023,Finance Operations Team,SR_Req_1066214,54
12/12/2023,18/12/2023,1,TRUE,FALSE,Require CSR,SubTask_0254671,5.838888889,Closed Incomplete,18/12/2023,12/12/2023,Procurement Operations Team,SR_Req_1066537,5
13/12/2023,6/05/2024,1,FALSE,TRUE,Require OH&S,"SubTask_0255209, SubTask_0254753",145.3638889,Closed Complete,6/05/2024,13/12/2023,Finance Operations Team,SR_Req_1066599,99
13/12/2023,19/02/2024,1,FALSE,TRUE,Require OH&S,SubTask_0254819,68.10416667,Closed Complete,19/02/2024,13/12/2023,Finance Operations Team,SR_Req_1066737,44
13/12/2023,18/12/2023,1,FALSE,FALSE,Require Neither,,4.875,Closed Complete,18/12/2023,13/12/2023,Finance Operations Team,SR_Req_1066772,4
13/12/2023,21/12/2023,1,TRUE,FALSE,Require CSR,"SubTask_0254849, SubTask_0255064",7.814583333,Closed Complete,21/12/2023,13/12/2023,Finance Operations Team,SR_Req_1066842,7
13/12/2023,22/03/2024,1,TRUE,FALSE,Require CSR,SubTask_0254926,99.48125,Closed Complete,22/03/2024,13/12/2023,Finance Operations Team,SR_Req_1067144,68
14/12/2023,19/12/2023,1,FALSE,FALSE,Require Neither,,5.268055556,Closed Incomplete,19/12/2023,14/12/2023,Procurement Operations Team,SR_Req_1067544,4
14/12/2023,10/01/2024,1,TRUE,FALSE,Require CSR,"SubTask_0254954, SubTask_0255554",27.17569444,Closed Complete,10/01/2024,14/12/2023,Finance Operations Team,SR_Req_1067616,15
14/12/2023,18/12/2023,1,TRUE,FALSE,Require CSR,SubTask_0255043,3.858333333,Closed Complete,18/12/2023,14/12/2023,Finance Operations Team,SR_Req_1067793,3
14/12/2023,23/01/2024,1,TRUE,TRUE,Require Both,"SubTask_0255051, SubTask_0255052",39.85625,Closed Complete,23/01/2024,14/12/2023,Finance Operations Team,SR_Req_1067800,24
14/12/2023,9/01/2024,1,FALSE,FALSE,Require Neither,,25.83263889,Closed Complete,9/01/2024,14/12/2023,Finance Operations Team,SR_Req_1067818,14
14/12/2023,19/12/2023,1,TRUE,FALSE,Require CSR,SubTask_0255117,4.765277778,Closed Complete,19/12/2023,14/12/2023,Finance Operations Team,SR_Req_1068001,4
14/12/2023,18/12/2023,1,FALSE,FALSE,Require Neither,,4.026388889,Closed Complete,18/12/2023,14/12/2023,Procurement Operations Team,SR_Req_1068049,3
14/12/2023,5/01/2024,1,FALSE,FALSE,Require Neither,,21.86875,Closed Complete,5/01/2024,14/12/2023,Finance Operations Team,SR_Req_1068059,12
14/12/2023,4/01/2024,1,TRUE,FALSE,Require CSR,SubTask_0255136,20.56180556,Closed Complete,4/01/2024,14/12/2023,Finance Operations Team,SR_Req_1068103,11
15/12/2023,17/01/2024,1,FALSE,FALSE,Require Neither,,32.96180556,Closed Skipped,17/01/2024,15/12/2023,Procurement Operations Team,SR_Req_1068194,19
15/12/2023,19/12/2023,1,TRUE,FALSE,Require CSR,SubTask_0255183,3.969444444,Closed Complete,19/12/2023,15/12/2023,Finance Operations Team,SR_Req_1068228,3
15/12/2023,22/12/2023,1,FALSE,FALSE,Require Neither,,6.771527778,Closed Complete,22/12/2023,15/12/2023,Finance Operations Team,SR_Req_1068372,6
18/12/2023,18/12/2023,1,FALSE,FALSE,Require Neither,,0.226388889,Closed Skipped,18/12/2023,18/12/2023,Procurement Operations Team,SR_Req_1068692,1
18/12/2023,15/01/2024,1,TRUE,FALSE,Require CSR,SubTask_0255507,27.78611111,Closed Complete,15/01/2024,18/12/2023,Finance Operations Team,SR_Req_1068932,16
18/12/2023,5/02/2024,1,TRUE,FALSE,Require CSR,SubTask_0255615,48.54583333,Closed Complete,5/02/2024,18/12/2023,Finance Operations Team,SR_Req_1069211,31
19/12/2023,20/12/2023,1,FALSE,FALSE,Require Neither,,0.299305556,Closed Complete,20/12/2023,19/12/2023,Finance Operations Team,SR_Req_1069234,2
19/12/2023,12/01/2024,1,FALSE,FALSE,Require Neither,,24.01458333,Closed Complete,12/01/2024,19/12/2023,Finance Operations Team,SR_Req_1069363,14
19/12/2023,16/01/2024,1,TRUE,TRUE,Require Both,"SubTask_0255730, SubTask_0255729, SubTask_0255766",27.85347222,Closed Complete,16/01/2024,19/12/2023,Finance Operations Team,SR_Req_1069567,16
20/12/2023,16/01/2024,1,FALSE,TRUE,Require OH&S,SubTask_0255786,27.03194444,Closed Complete,16/01/2024,20/12/2023,Finance Operations Team,SR_Req_1069765,15
