sys_created_on,opened_at,closed_at,Assigned to,assignment_group,business_duration,Closed_by,number,Opened_by,Request,state,sys_updated_on,approval,Working_Turn_Around_Days
13/11/2023,13/11/2023,14/11/2023,Procurement Specialist #4,Procurement Operations Team,5.35,Procurement Specialist #4,SubTask_0251232,,SR_Req_1052547,Closed Complete,14/11/2023,Not Yet Requested,2
14/11/2023,14/11/2023,21/11/2023,HR Officer #5,OH&S Team,53.26666667,HR Officer #5,SubTask_0251274,,SR_Req_1052788,Closed Complete,21/11/2023,Rejected,6
14/11/2023,14/11/2023,26/11/2023,HR Officer #5,OH&S Team,87.03333333,System Admin #1,SubTask_0251280,,SR_Req_1052828,Closed Complete,26/11/2023,Approved,9
14/11/2023,14/11/2023,15/11/2023,Procurement Specialist #3,Procurement Operations Team,12.7,Procurement Specialist #3,SubTask_0251287,,SR_Req_1052834,Closed Complete,15/11/2023,Not Yet Requested,2
14/11/2023,14/11/2023,14/11/2023,Procurement Specialist #4,Procurement Operations Team,3.733333333,Procurement Specialist #4,SubTask_0251302,,SR_Req_1052885,Closed Complete,14/11/2023,Not Yet Requested,1
14/11/2023,14/11/2023,14/11/2023,Procurement Specialist #4,Procurement Operations Team,0.466666667,Procurement Specialist #4,SubTask_0251373,,SR_Req_1053037,Closed Complete,14/11/2023,Not Yet Requested,1
14/11/2023,14/11/2023,14/11/2023,Procurement Specialist #4,Procurement Operations Team,0.45,Procurement Specialist #4,SubTask_0251374,,SR_Req_1053048,Closed Complete,14/11/2023,Not Yet Requested,1
14/11/2023,14/11/2023,15/11/2023,Procurement Specialist #3,Procurement Operations Team,9.633333333,Procurement Specialist #3,SubTask_0251396,,SR_Req_1053069,Closed Complete,15/11/2023,Not Yet Requested,2
14/11/2023,14/11/2023,14/11/2023,Category Manager #3,Category Management Team,0.266666667,Category Manager #3,SubTask_0251434,Procurement Specialist #4,SR_Req_1052885,Closed Complete,14/11/2023,Not Yet Requested,1
14/11/2023,14/11/2023,14/11/2023,Procurement Specialist #5,Procurement Operations Team,0,Procurement Specialist #5,SubTask_0251439,,SR_Req_1053157,Closed Complete,14/11/2023,Not Yet Requested,1
14/11/2023,14/11/2023,15/11/2023,Category Manager #3,Category Management Team,6.45,Category Manager #3,SubTask_0251455,Procurement Specialist #4,SR_Req_1053037,Closed Complete,15/11/2023,Not Yet Requested,2
15/11/2023,15/11/2023,16/11/2023,Procurement Specialist #4,Procurement Operations Team,18.23333333,Procurement Specialist #4,SubTask_0251483,,SR_Req_1053330,Closed Complete,16/11/2023,Not Yet Requested,2
15/11/2023,15/11/2023,26/11/2023,HR Officer #5,OH&S Team,72.21666667,System Admin #1,SubTask_0251573,,SR_Req_1053833,Closed Complete,26/11/2023,Approved,8
15/11/2023,15/11/2023,7/12/2023,HR Officer #5,OH&S Team,152.6,Procurement Specialist #4,SubTask_0251593,,SR_Req_1053899,Closed Complete,18/12/2023,Rejected,17
15/11/2023,15/11/2023,16/11/2023,Procurement Specialist #4,Procurement Operations Team,9.8,Procurement Specialist #4,SubTask_0251595,,SR_Req_1053902,Closed Complete,16/11/2023,Not Yet Requested,2
15/11/2023,15/11/2023,16/11/2023,Procurement Specialist #5,Procurement Operations Team,0.783333333,Procurement Specialist #5,SubTask_0251618,,SR_Req_1053948,Closed Complete,16/11/2023,Not Yet Requested,2
16/11/2023,16/11/2023,20/11/2023,Procurement Specialist #4,Procurement Operations Team,4.766666667,Procurement Specialist #4,SubTask_0251670,,SR_Req_1054025,Closed Complete,20/11/2023,Not Yet Requested,3
16/11/2023,16/11/2023,21/11/2023,Procurement Specialist #5,Procurement Operations Team,4.05,Procurement Specialist #4,SubTask_0251713,,SR_Req_1054237,Closed Complete,21/11/2023,Not Yet Requested,4
16/11/2023,16/11/2023,16/11/2023,Category Manager #3,Category Management Team,0.333333333,Category Manager #3,SubTask_0251798,Procurement Specialist #4,SR_Req_1053902,Closed Complete,16/11/2023,Not Yet Requested,1
17/11/2023,17/11/2023,17/11/2023,Procurement Specialist #4,Procurement Operations Team,0.416666667,Procurement Specialist #4,SubTask_0251910,Procurement Specialist #4,SR_Req_1053048,Closed Complete,17/11/2023,Not Yet Requested,1
17/11/2023,17/11/2023,23/11/2023,Procurement Specialist #4,Procurement Operations Team,13.91666667,Procurement Specialist #4,SubTask_0251934,,SR_Req_1054882,Closed Complete,23/11/2023,Not Yet Requested,5
20/11/2023,20/11/2023,20/11/2023,Procurement Specialist #4,Procurement Operations Team,4.45,Procurement Specialist #4,SubTask_0252015,,SR_Req_1055226,Closed Complete,20/11/2023,Not Yet Requested,1
20/11/2023,20/11/2023,20/11/2023,Procurement Specialist #5,Procurement Operations Team,0.933333333,Procurement Specialist #5,SubTask_0252053,,SR_Req_1055382,Closed Complete,20/11/2023,Not Yet Requested,1
20/11/2023,20/11/2023,22/11/2023,Procurement Specialist #5,Procurement Operations Team,19.5,Procurement Specialist #5,SubTask_0252061,,SR_Req_1055405,Closed Complete,22/11/2023,Not Yet Requested,3
20/11/2023,20/11/2023,26/11/2023,HR Officer #5,OH&S Team,19.63333333,System Admin #1,SubTask_0252062,,SR_Req_1055405,Closed Complete,26/11/2023,Approved,5
20/11/2023,20/11/2023,21/11/2023,Procurement Specialist #4,Procurement Operations Team,11.41666667,Procurement Specialist #4,SubTask_0252117,,SR_Req_1055566,Closed Complete,21/11/2023,Not Yet Requested,2
21/11/2023,21/11/2023,22/11/2023,Procurement Specialist #4,Procurement Operations Team,14.3,Procurement Specialist #4,SubTask_0252179,,SR_Req_1055818,Closed Complete,22/11/2023,Not Yet Requested,2
21/11/2023,21/11/2023,23/11/2023,Procurement Specialist #4,Procurement Operations Team,18.51666667,Procurement Specialist #4,SubTask_0252240,,SR_Req_1056123,Closed Complete,23/11/2023,Not Yet Requested,3
22/11/2023,22/11/2023,22/11/2023,Category Manager #2,Category Management Team,2.216666667,Procurement Specialist #5,SubTask_0252358,Procurement Specialist #5,SR_Req_1055405,Closed Complete,22/11/2023,Not Yet Requested,1
22/11/2023,22/11/2023,5/12/2023,HR Officer #5,OH&S Team,89.38333333,HR Officer #5,SubTask_0252371,,SR_Req_1056528,Closed Complete,7/12/2023,Requested,10
22/11/2023,22/11/2023,22/11/2023,HR Officer #5,OH&S Team,0.416666667,HR Officer #5,SubTask_0252393,,SR_Req_1056678,Closed Complete,22/11/2023,Not Yet Requested,1
22/11/2023,22/11/2023,9/02/2024,HR Officer #7,OH&S Team,546.2833333,Procurement Specialist #5,SubTask_0252409,,SR_Req_1056755,Closed Complete,9/02/2024,Rejected,53
22/11/2023,22/11/2023,29/11/2023,Procurement Specialist #3,Procurement Operations Team,20.11666667,Procurement Specialist #3,SubTask_0252422,,SR_Req_1056879,Closed Complete,29/11/2023,Not Yet Requested,6
23/11/2023,23/11/2023,4/12/2023,Procurement Specialist #4,Procurement Operations Team,70,Procurement Specialist #4,SubTask_0252471,,SR_Req_1057035,Closed Complete,4/12/2023,Not Yet Requested,8
23/11/2023,23/11/2023,24/11/2023,Procurement Specialist #5,Procurement Operations Team,14.33333333,Procurement Specialist #5,SubTask_0252484,,SR_Req_1057090,Closed Complete,24/11/2023,Not Yet Requested,2
23/11/2023,23/11/2023,24/11/2023,Procurement Specialist #4,Procurement Operations Team,12.38333333,Procurement Specialist #4,SubTask_0252515,Procurement Specialist #4,SR_Req_1056123,Closed Complete,24/11/2023,Not Yet Requested,2
23/11/2023,23/11/2023,23/11/2023,Procurement Specialist #4,Procurement Operations Team,0,Procurement Specialist #4,SubTask_0252525,,SR_Req_1057259,Closed Complete,23/11/2023,Not Yet Requested,1
24/11/2023,24/11/2023,24/11/2023,Category Manager #3,Category Management Team,2.833333333,Category Manager #3,SubTask_0252626,Procurement Specialist #5,SR_Req_1057090,Closed Complete,24/11/2023,Not Yet Requested,1
24/11/2023,24/11/2023,11/12/2023,Procurement Specialist #5,Procurement Operations Team,101.4333333,Procurement Specialist #5,SubTask_0252698,,SR_Req_1057961,Closed Complete,11/12/2023,Not Yet Requested,12
27/11/2023,27/11/2023,28/11/2023,Procurement Specialist #3,Procurement Operations Team,14.06666667,Procurement Specialist #3,SubTask_0252785,,SR_Req_1058144,Closed Complete,28/11/2023,Not Yet Requested,2
27/11/2023,27/11/2023,28/11/2023,HR Officer #5,OH&S Team,14.46666667,System Admin #1,SubTask_0252786,,SR_Req_1058144,Closed Complete,28/11/2023,Approved,2
27/11/2023,27/11/2023,7/12/2023,HR Officer #5,OH&S Team,77.43333333,Procurement Specialist #4,SubTask_0252823,,SR_Req_1058257,Closed Complete,7/12/2023,Rejected,9
27/11/2023,27/11/2023,28/11/2023,Procurement Specialist #3,Procurement Operations Team,8.15,Procurement Specialist #3,SubTask_0252897,,SR_Req_1058588,Closed Complete,28/11/2023,Not Yet Requested,2
28/11/2023,28/11/2023,29/11/2023,Procurement Specialist #3,Procurement Operations Team,18.93333333,Procurement Specialist #3,SubTask_0252900,,SR_Req_1058637,Closed Complete,29/11/2023,Not Yet Requested,2
28/11/2023,28/11/2023,1/12/2023,Procurement Specialist #4,Procurement Operations Team,12.78333333,Procurement Specialist #4,SubTask_0252918,,SR_Req_1058705,Closed Complete,1/12/2023,Not Yet Requested,4
28/11/2023,28/11/2023,29/11/2023,Procurement Specialist #3,Procurement Operations Team,10.43333333,Procurement Specialist #3,SubTask_0252968,,SR_Req_1058794,Closed Complete,29/11/2023,Not Yet Requested,2
28/11/2023,28/11/2023,28/11/2023,HR Officer #5,OH&S Team,2.3,System Admin #1,SubTask_0252990,,SR_Req_1058855,Closed Complete,28/11/2023,Approved,1
28/11/2023,28/11/2023,11/12/2023,Category Manager #1,Category Management Team,89.51666667,Procurement Specialist #4,SubTask_0253121,Procurement Specialist #4,SR_Req_1056528,Closed Complete,11/12/2023,Not Yet Requested,10
28/11/2023,28/11/2023,29/11/2023,Category Manager #3,Category Management Team,6.516666667,Category Manager #3,SubTask_0253128,Procurement Specialist #4,SR_Req_1058855,Closed Complete,29/11/2023,Not Yet Requested,2
29/11/2023,29/11/2023,6/12/2023,Procurement Specialist #3,Procurement Operations Team,50.63333333,Procurement Specialist #4,SubTask_0253141,,SR_Req_1059204,Closed Complete,6/12/2023,Not Yet Requested,6
29/11/2023,29/11/2023,29/11/2023,Procurement Specialist #3,Procurement Operations Team,2.966666667,Procurement Specialist #3,SubTask_0253146,,SR_Req_1059227,Closed Complete,29/11/2023,Not Yet Requested,1
29/11/2023,29/11/2023,29/11/2023,Procurement Specialist #3,Procurement Operations Team,0.7,Procurement Specialist #3,SubTask_0253199,,SR_Req_1059356,Closed Complete,29/11/2023,Not Yet Requested,1
29/11/2023,29/11/2023,5/12/2023,Procurement Specialist #5,Procurement Operations Team,9.433333333,Procurement Specialist #5,SubTask_0253270,,SR_Req_1060659,Closed Complete,5/12/2023,Not Yet Requested,5
4/12/2023,4/12/2023,,HR Officer #2,OH&S Team,,,SubTask_0253841,,SR_Req_1063056,Open,6/05/2024,Not Yet Requested,
5/12/2023,5/12/2023,12/12/2023,Procurement Specialist #5,Procurement Operations Team,58.06666667,Procurement Specialist #5,SubTask_0253842,,SR_Req_1063073,Closed Complete,12/12/2023,Not Yet Requested,6
6/12/2023,6/12/2023,14/12/2023,Procurement Specialist #4,Procurement Operations Team,60,Procurement Specialist #4,SubTask_0254029,,SR_Req_1063797,Closed Complete,14/12/2023,Not Yet Requested,7
6/12/2023,6/12/2023,21/12/2023,HR Officer #5,OH&S Team,108.6,Procurement Specialist #4,SubTask_0254030,,SR_Req_1063797,Closed Complete,21/12/2023,Rejected,12
6/12/2023,6/12/2023,6/12/2023,Procurement Specialist #5,Procurement Operations Team,3.966666667,Procurement Specialist #5,SubTask_0254043,,SR_Req_1063865,Closed Complete,6/12/2023,Not Yet Requested,1
6/12/2023,6/12/2023,7/12/2023,Category Manager #3,Category Management Team,3.95,Category Manager #3,SubTask_0254069,Procurement Specialist #5,SR_Req_1063841,Closed Complete,7/12/2023,Not Yet Requested,2
7/12/2023,7/12/2023,7/12/2023,Procurement Specialist #5,Procurement Operations Team,0.983333333,Procurement Specialist #5,SubTask_0254093,,SR_Req_1064263,Closed Complete,7/12/2023,Not Yet Requested,1
7/12/2023,7/12/2023,8/12/2023,Procurement Specialist #3,Procurement Operations Team,10.13333333,Procurement Specialist #3,SubTask_0254241,,SR_Req_1064663,Closed Complete,8/12/2023,Not Yet Requested,2
8/12/2023,8/12/2023,11/12/2023,Procurement Specialist #5,Procurement Operations Team,9.983333333,Procurement Specialist #5,SubTask_0254254,,SR_Req_1064761,Closed Complete,11/12/2023,Not Yet Requested,2
8/12/2023,8/12/2023,19/12/2023,Procurement Specialist #3,Procurement Operations Team,72.65,Procurement Specialist #3,SubTask_0254297,,SR_Req_1064916,Closed Complete,19/12/2023,Not Yet Requested,8
8/12/2023,8/12/2023,22/12/2023,HR Officer #5,OH&S Team,96.95,HR Officer #5,SubTask_0254298,,SR_Req_1064916,Closed Complete,22/12/2023,Rejected,11
11/12/2023,11/12/2023,11/12/2023,Category Manager #6,Category Management Team,0.466666667,Category Manager #6,SubTask_0254497,Procurement Specialist #5,SR_Req_1063073,Closed Complete,11/12/2023,Not Yet Requested,1
12/12/2023,12/12/2023,12/12/2023,Procurement Specialist #5,Procurement Operations Team,3.916666667,Procurement Specialist #5,SubTask_0254568,,SR_Req_1065956,Closed Complete,12/12/2023,Not Yet Requested,1
12/12/2023,12/12/2023,1/03/2024,HR Officer #1,OH&S Team,561.7166667,HR Officer #1,SubTask_0254616,,SR_Req_1066214,Closed Complete,1/03/2024,Not Yet Requested,54
12/12/2023,12/12/2023,18/12/2023,Procurement Specialist #4,Procurement Operations Team,12.51666667,Procurement Specialist #4,SubTask_0254671,,SR_Req_1066537,Closed Complete,18/12/2023,Not Yet Requested,5
13/12/2023,13/12/2023,6/05/2024,HR Officer #7,OH&S Team,965.6,HR Officer #7,SubTask_0254753,,SR_Req_1066599,Closed Complete,6/05/2024,Approved,99
13/12/2023,13/12/2023,19/02/2024,HR Officer #7,OH&S Team,462.3833333,Procurement Specialist #5,SubTask_0254819,,SR_Req_1066737,Closed Complete,19/02/2024,Rejected,44
13/12/2023,13/12/2023,14/12/2023,Procurement Specialist #5,Procurement Operations Team,9.716666667,Procurement Specialist #5,SubTask_0254849,,SR_Req_1066842,Closed Complete,14/12/2023,Not Yet Requested,2
13/12/2023,13/12/2023,3/01/2024,Procurement Specialist #5,Procurement Operations Team,81.93333333,Procurement Specialist #5,SubTask_0254926,,SR_Req_1067144,Closed Complete,3/01/2024,Not Yet Requested,11
14/12/2023,14/12/2023,18/12/2023,Procurement Specialist #4,Procurement Operations Team,0.066666667,Procurement Specialist #4,SubTask_0254954,,SR_Req_1067616,Closed Complete,18/12/2023,Not Yet Requested,3
14/12/2023,14/12/2023,14/12/2023,Procurement Specialist #5,Procurement Operations Team,0.6,Procurement Specialist #5,SubTask_0255043,,SR_Req_1067793,Closed Complete,14/12/2023,Not Yet Requested,1
14/12/2023,14/12/2023,19/12/2023,Procurement Specialist #5,Procurement Operations Team,7.466666667,Procurement Specialist #5,SubTask_0255051,,SR_Req_1067800,Closed Complete,19/12/2023,Not Yet Requested,4
14/12/2023,14/12/2023,22/12/2023,HR Officer #5,OH&S Team,58.1,HR Officer #5,SubTask_0255052,,SR_Req_1067800,Closed Complete,22/12/2023,Rejected,7
14/12/2023,14/12/2023,19/12/2023,Category Manager #6,Category Management Team,4.883333333,Category Manager #6,SubTask_0255064,Procurement Specialist #5,SR_Req_1066842,Closed Complete,19/12/2023,Not Yet Requested,4
14/12/2023,14/12/2023,14/12/2023,Procurement Specialist #5,Procurement Operations Team,0.033333333,Procurement Specialist #5,SubTask_0255117,,SR_Req_1068001,Closed Complete,14/12/2023,Not Yet Requested,1
14/12/2023,14/12/2023,15/12/2023,Procurement Specialist #3,Procurement Operations Team,8.783333333,Procurement Specialist #3,SubTask_0255136,,SR_Req_1068103,Closed Complete,15/12/2023,Not Yet Requested,2
15/12/2023,15/12/2023,15/12/2023,Procurement Specialist #5,Procurement Operations Team,0.183333333,Procurement Specialist #5,SubTask_0255183,,SR_Req_1068228,Closed Complete,15/12/2023,Not Yet Requested,1
15/12/2023,15/12/2023,15/12/2023,Category Manager #2,Category Management Team,0.65,Procurement Specialist #5,SubTask_0255209,Procurement Specialist #5,SR_Req_1066599,Closed Complete,15/12/2023,Not Yet Requested,1
18/12/2023,18/12/2023,19/12/2023,Procurement Specialist #4,Procurement Operations Team,7.266666667,Procurement Specialist #4,SubTask_0255507,,SR_Req_1068932,Closed Complete,19/12/2023,Not Yet Requested,2
18/12/2023,18/12/2023,18/12/2023,Procurement Specialist #4,Procurement Operations Team,0.65,Procurement Specialist #4,SubTask_0255498,Procurement Specialist #4,SR_Req_1057259,Closed Complete,18/12/2023,Not Yet Requested,1
18/12/2023,18/12/2023,3/01/2024,Category Manager #6,Category Management Team,60.73333333,Procurement Specialist #4,SubTask_0255554,Procurement Specialist #4,SR_Req_1067616,Closed Complete,3/01/2024,Not Yet Requested,8
18/12/2023,18/12/2023,19/12/2023,Procurement Specialist #3,Procurement Operations Team,7.233333333,Procurement Specialist #3,SubTask_0255615,,SR_Req_1069211,Closed Complete,19/12/2023,Not Yet Requested,2
19/12/2023,19/12/2023,19/12/2023,Procurement Specialist #4,Procurement Operations Team,3.266666667,Procurement Specialist #4,SubTask_0255729,,SR_Req_1069567,Closed Complete,19/12/2023,Not Yet Requested,1
19/12/2023,19/12/2023,16/01/2024,HR Officer #7,OH&S Team,134.7333333,Procurement Specialist #4,SubTask_0255730,,SR_Req_1069567,Closed Complete,16/01/2024,Not Yet Requested,16
19/12/2023,19/12/2023,20/12/2023,Category Manager #2,Category Management Team,7.666666667,Procurement Specialist #4,SubTask_0255766,Procurement Specialist #4,SR_Req_1069567,Closed Complete,20/12/2023,Not Yet Requested,2
20/12/2023,20/12/2023,16/01/2024,HR Officer #1,OH&S Team,130.0833333,Procurement Specialist #4,SubTask_0255786,,SR_Req_1069765,Closed Complete,16/01/2024,Not Yet Requested,15
20/12/2023,20/12/2023,22/12/2023,Procurement Specialist #4,Procurement Operations Team,12.46666667,Procurement Specialist #4,SubTask_0255877,,SR_Req_1070034,Closed Complete,22/12/2023,Not Yet Requested,3
20/12/2023,20/12/2023,16/01/2024,HR Officer #3,OH&S Team,123.5333333,Procurement Specialist #4,SubTask_0255878,,SR_Req_1070034,Closed Complete,16/01/2024,Rejected,15
20/12/2023,20/12/2023,22/12/2023,Procurement Specialist #4,Procurement Operations Team,11.66666667,Procurement Specialist #4,SubTask_0255885,,SR_Req_1070098,Closed Complete,22/12/2023,Not Yet Requested,3
20/12/2023,20/12/2023,2/02/2024,HR Officer #1,OH&S Team,291.8166667,Procurement Specialist #4,SubTask_0255886,,SR_Req_1070098,Closed Complete,2/02/2024,Not Yet Requested,28
21/12/2023,21/12/2023,22/12/2023,Procurement Specialist #4,Procurement Operations Team,6.066666667,Procurement Specialist #4,SubTask_0255972,,SR_Req_1070336,Closed Complete,22/12/2023,Not Yet Requested,2
22/12/2023,22/12/2023,22/12/2023,Procurement Specialist #4,Procurement Operations Team,3.75,Procurement Specialist #4,SubTask_0256039,Procurement Specialist #4,SR_Req_1070034,Closed Complete,22/12/2023,Not Yet Requested,1
2/01/2024,2/01/2024,2/01/2024,Procurement Specialist #5,Procurement Operations Team,0.033333333,Procurement Specialist #5,SubTask_0256079,,SR_Req_1070873,Closed Complete,2/01/2024,Not Yet Requested,1
3/01/2024,3/01/2024,9/01/2024,Procurement Specialist #5,Procurement Operations Team,10.53333333,Procurement Specialist #5,SubTask_0256663,,SR_Req_1071572,Closed Complete,9/01/2024,Not Yet Requested,5
8/01/2024,8/01/2024,8/01/2024,Category Manager #1,Category Management Team,0.15,Procurement Specialist #4,SubTask_0258553,Procurement Specialist #4,SR_Req_1070098,Closed Complete,8/01/2024,Not Yet Requested,1
9/01/2024,9/01/2024,9/01/2024,Category Manager #2,Category Management Team,3.766666667,Procurement Specialist #5,SubTask_0258679,Procurement Specialist #5,SR_Req_1071572,Closed Complete,9/01/2024,Not Yet Requested,1
9/01/2024,9/01/2024,16/01/2024,Procurement Specialist #5,Procurement Operations Team,17.88333333,Procurement Specialist #5,SubTask_0258778,,SR_Req_1073870,Closed Complete,16/01/2024,Not Yet Requested,6
10/01/2024,10/01/2024,15/01/2024,Procurement Specialist #5,Procurement Operations Team,8.133333333,Procurement Specialist #5,SubTask_0258790,,SR_Req_1073903,Closed Complete,15/01/2024,Not Yet Requested,4
10/01/2024,10/01/2024,15/01/2024,Procurement Specialist #5,Procurement Operations Team,4.7,Procurement Specialist #5,SubTask_0258866,,SR_Req_1074050,Closed Complete,15/01/2024,Not Yet Requested,4
10/01/2024,10/01/2024,12/01/2024,Procurement Specialist #4,Procurement Operations Team,14.93333333,Procurement Specialist #4,SubTask_0258933,,SR_Req_1074275,Closed Complete,12/01/2024,Not Yet Requested,3
11/01/2024,11/01/2024,2/02/2024,Procurement Specialist #4,Procurement Operations Team,154.4166667,Procurement Specialist #4,SubTask_0259452,,SR_Req_1074582,Closed Complete,2/02/2024,Not Yet Requested,17
11/01/2024,11/01/2024,13/03/2024,Category Manager #3,Category Management Team,419,Category Manager #3,SubTask_0259562,Procurement Specialist #4,SR_Req_1074582,Closed Complete,13/03/2024,Not Yet Requested,45
11/01/2024,11/01/2024,15/01/2024,Category Manager #2,Category Management Team,13.71666667,Procurement Specialist #5,SubTask_0259576,Procurement Specialist #5,SR_Req_1073903,Closed Complete,15/01/2024,Not Yet Requested,3
12/01/2024,12/01/2024,16/01/2024,Procurement Specialist #5,Procurement Operations Team,22.2,Procurement Specialist #5,SubTask_0259584,,SR_Req_1075022,Closed Complete,16/01/2024,Not Yet Requested,3
12/01/2024,12/01/2024,12/01/2024,Category Manager #2,Category Management Team,0.966666667,Procurement Specialist #4,SubTask_0259603,Procurement Specialist #4,SR_Req_1074275,Closed Complete,12/01/2024,Not Yet Requested,1
12/01/2024,12/01/2024,12/01/2024,Procurement Specialist #4,Procurement Operations Team,0.483333333,Procurement Specialist #4,SubTask_0259635,,SR_Req_1075139,Closed Complete,12/01/2024,Not Yet Requested,1
12/01/2024,12/01/2024,16/01/2024,Procurement Specialist #4,Procurement Operations Team,16,Procurement Specialist #4,SubTask_0259663,,SR_Req_1075306,Closed Complete,16/01/2024,Not Yet Requested,3
12/01/2024,12/01/2024,15/01/2024,Category Manager #2,Category Management Team,10.8,Procurement Specialist #4,SubTask_0259677,Procurement Specialist #4,SR_Req_1070801,Closed Complete,15/01/2024,Not Yet Requested,2
13/01/2024,13/01/2024,16/01/2024,Procurement Specialist #5,Procurement Operations Team,12.26666667,Procurement Specialist #5,SubTask_0259688,,SR_Req_1075431,Closed Complete,16/01/2024,Not Yet Requested,2
15/01/2024,15/01/2024,15/01/2024,Category Manager #2,Category Management Team,5.616666667,Procurement Specialist #4,SubTask_0259815,Procurement Specialist #4,SR_Req_1075306,Closed Complete,15/01/2024,Not Yet Requested,1
15/01/2024,15/01/2024,16/01/2024,Procurement Specialist #4,Procurement Operations Team,3.683333333,Procurement Specialist #4,SubTask_0259940,,SR_Req_1076070,Closed Complete,16/01/2024,Not Yet Requested,2
16/01/2024,16/01/2024,16/01/2024,Procurement Specialist #4,Procurement Operations Team,4.65,Procurement Specialist #4,SubTask_0259945,,SR_Req_1076093,Closed Complete,16/01/2024,Not Yet Requested,1
16/01/2024,16/01/2024,16/01/2024,Procurement Specialist #4,Procurement Operations Team,0.65,Procurement Specialist #4,SubTask_0260058,,SR_Req_1076596,Closed Complete,16/01/2024,Not Yet Requested,1
17/01/2024,17/01/2024,18/01/2024,Procurement Specialist #4,Procurement Operations Team,10,Procurement Specialist #4,SubTask_0260171,,SR_Req_1077141,Closed Complete,18/01/2024,Not Yet Requested,2
18/01/2024,18/01/2024,18/01/2024,Procurement Specialist #5,Procurement Operations Team,2.75,Procurement Specialist #5,SubTask_0260173,,SR_Req_1077202,Closed Complete,18/01/2024,Not Yet Requested,1
22/01/2024,22/01/2024,22/01/2024,Procurement Specialist #5,Procurement Operations Team,2.4,Procurement Specialist #5,SubTask_0260470,,SR_Req_1078203,Closed Complete,22/01/2024,Not Yet Requested,1
22/01/2024,22/01/2024,22/01/2024,Procurement Specialist #4,Procurement Operations Team,4.033333333,Procurement Specialist #4,SubTask_0260570,,SR_Req_1078516,Closed Complete,22/01/2024,Not Yet Requested,1
22/01/2024,22/01/2024,1/02/2024,Procurement Specialist #5,Procurement Operations Team,64.93333333,Procurement Specialist #5,SubTask_0260607,,SR_Req_1078713,Closed Complete,1/02/2024,Not Yet Requested,9
22/01/2024,22/01/2024,23/01/2024,Procurement Specialist #4,Procurement Operations Team,5.466666667,Procurement Specialist #4,SubTask_0260651,,SR_Req_1078850,Closed Complete,23/01/2024,Not Yet Requested,2
23/01/2024,23/01/2024,24/01/2024,Procurement Specialist #4,Procurement Operations Team,12.66666667,Procurement Specialist #4,SubTask_0260659,,SR_Req_1078904,Closed Complete,24/01/2024,Not Yet Requested,2
24/01/2024,24/01/2024,24/01/2024,Category Manager #6,Category Management Team,0.2,Category Manager #6,SubTask_0260915,Procurement Specialist #4,SR_Req_1078904,Closed Complete,24/01/2024,Not Yet Requested,1
24/01/2024,24/01/2024,25/01/2024,Procurement Specialist #5,Procurement Operations Team,5.333333333,Procurement Specialist #5,SubTask_0261146,,SR_Req_1080096,Closed Complete,25/01/2024,Not Yet Requested,2
24/01/2024,24/01/2024,29/01/2024,HR Officer #1,OH&S Team,13.6,Procurement Specialist #5,SubTask_0261147,,SR_Req_1080096,Closed Complete,29/01/2024,Not Yet Requested,4
25/01/2024,25/01/2024,1/02/2024,Procurement Specialist #4,Procurement Operations Team,15.08333333,Procurement Specialist #4,SubTask_0261288,,SR_Req_1080525,Closed Complete,1/02/2024,Not Yet Requested,6
26/01/2024,26/01/2024,29/01/2024,Procurement Specialist #5,Procurement Operations Team,6,Procurement Specialist #5,SubTask_0261335,,SR_Req_1081543,Closed Complete,29/01/2024,Not Yet Requested,2
26/01/2024,26/01/2024,1/02/2024,Procurement Specialist #5,Procurement Operations Team,9,Procurement Specialist #5,SubTask_0261343,,SR_Req_1081755,Closed Complete,1/02/2024,Not Yet Requested,5
26/01/2024,26/01/2024,2/05/2024,HR Officer #1,OH&S Team,633.55,HR Officer #1,SubTask_0261344,,SR_Req_1081755,Closed Complete,2/05/2024,Approved,70
26/01/2024,26/01/2024,30/01/2024,Procurement Specialist #5,Procurement Operations Team,13.25,Procurement Specialist #5,SubTask_0261347,,SR_Req_1081788,Closed Complete,30/01/2024,Not Yet Requested,3
29/01/2024,29/01/2024,2/02/2024,HR Officer #4,OH&S Team,13.41666667,HR Officer #4,SubTask_0261462,,SR_Req_1082098,Closed Complete,2/02/2024,Not Yet Requested,5
29/01/2024,29/01/2024,29/01/2024,Category Manager #3,Category Management Team,2.116666667,Category Manager #3,SubTask_0261492,Procurement Specialist #5,SR_Req_1081788,Closed Complete,29/01/2024,Not Yet Requested,1
29/01/2024,29/01/2024,5/02/2024,Procurement Specialist #5,Procurement Operations Team,20.55,Procurement Specialist #5,SubTask_0261549,,SR_Req_1082503,Closed Complete,5/02/2024,Not Yet Requested,6
29/01/2024,29/01/2024,30/01/2024,Procurement Specialist #5,Procurement Operations Team,2.616666667,Procurement Specialist #5,SubTask_0261553,,SR_Req_1082537,Closed Complete,31/01/2024,Not Yet Requested,2
30/01/2024,30/01/2024,9/02/2024,Procurement Specialist #5,Procurement Operations Team,88.6,Procurement Specialist #5,SubTask_0261556,,SR_Req_1082571,Closed Complete,9/02/2024,Not Yet Requested,9
