request_number,department1,opened_date,request_closed,request_state,task_number,department2,task_status,task_closed,approval_status,complexity_risk
SR_Req_1089269,Finance Operations Team,12/02/2024,19/02/2024,Closed Complete,SubTask_0263974,Procurement Operations Team,Closed Complete,13/02/2024,Not Yet Requested,Medium Risk
SR_Req_1089274,Finance Operations Team,12/02/2024,6/05/2024,Closed Complete,SubTask_0263975,OH&S Team,Closed Complete,2/05/2024,Approved,Medium Risk
SR_Req_1089389,Finance Operations Team,13/02/2024,2/05/2024,Closed Complete,SubTask_0264025,Procurement Operations Team,Closed Complete,13/02/2024,Not Yet Requested,High Risk
SR_Req_1089389,Finance Operations Team,13/02/2024,2/05/2024,Closed Complete,SubTask_0264026,OH&S Team,Closed Complete,2/05/2024,Approved,High Risk
SR_Req_1089430,Finance Operations Team,13/02/2024,21/02/2024,Closed Complete,SubTask_0264030,Procurement Operations Team,Closed Complete,13/02/2024,Not Yet Requested,Medium Risk
SR_Req_1089501,Finance Operations Team,13/02/2024,30/04/2024,Closed Complete,SubTask_0264057,Procurement Operations Team,Closed Complete,13/02/2024,Not Yet Requested,High Risk
SR_Req_1089501,Finance Operations Team,13/02/2024,30/04/2024,Closed Complete,SubTask_0264058,OH&S Team,Closed Complete,29/04/2024,Approved,High Risk
SR_Req_1089666,Finance Operations Team,13/02/2024,29/02/2024,Closed Complete,SubTask_0264123,Procurement Operations Team,Closed Complete,16/02/2024,Not Yet Requested,Medium Risk
SR_Req_1089501,Finance Operations Team,13/02/2024,30/04/2024,Closed Complete,SubTask_0264134,Category Management Team,Closed Complete,13/02/2024,Not Yet Requested,High Risk
SR_Req_1089389,Finance Operations Team,13/02/2024,2/05/2024,Closed Complete,SubTask_0264187,Category Management Team,Closed Complete,13/02/2024,Not Yet Requested,High Risk
SR_Req_1089994,Finance Operations Team,14/02/2024,2/05/2024,Closed Complete,SubTask_0264224,Procurement Operations Team,Closed Complete,14/02/2024,Not Yet Requested,High Risk
SR_Req_1089994,Finance Operations Team,14/02/2024,2/05/2024,Closed Complete,SubTask_0264225,OH&S Team,Closed Complete,2/05/2024,Approved,High Risk
SR_Req_1090004,Finance Operations Team,14/02/2024,2/05/2024,Closed Complete,SubTask_0264228,Procurement Operations Team,Closed Complete,14/02/2024,Not Yet Requested,High Risk
SR_Req_1090004,Finance Operations Team,14/02/2024,2/05/2024,Closed Complete,SubTask_0264229,OH&S Team,Closed Complete,2/05/2024,Approved,High Risk
SR_Req_1090016,Finance Operations Team,14/02/2024,2/05/2024,Closed Complete,SubTask_0264231,Procurement Operations Team,Closed Complete,14/02/2024,Not Yet Requested,High Risk
SR_Req_1090016,Finance Operations Team,14/02/2024,2/05/2024,Closed Complete,SubTask_0264232,OH&S Team,Closed Complete,2/05/2024,Approved,High Risk
SR_Req_1090050,Finance Operations Team,14/02/2024,6/05/2024,Closed Complete,SubTask_0264236,Procurement Operations Team,Closed Complete,14/02/2024,Not Yet Requested,High Risk
SR_Req_1090050,Finance Operations Team,14/02/2024,6/05/2024,Closed Complete,SubTask_0264237,OH&S Team,Closed Complete,2/05/2024,Approved,High Risk
SR_Req_1090063,Finance Operations Team,14/02/2024,2/05/2024,Closed Complete,SubTask_0264239,Procurement Operations Team,Closed Complete,14/02/2024,Not Yet Requested,High Risk
SR_Req_1088890,Finance Operations Team,12/02/2024,27/02/2024,Closed Complete,SubTask_0264248,Category Management Team,Closed Complete,16/02/2024,Not Yet Requested,Low Risk
SR_Req_1090240,Finance Operations Team,14/02/2024,2/05/2024,Closed Complete,SubTask_0264292,Procurement Operations Team,Closed Complete,14/02/2024,Not Yet Requested,High Risk
SR_Req_1090240,Finance Operations Team,14/02/2024,2/05/2024,Closed Complete,SubTask_0264293,OH&S Team,Closed Complete,2/05/2024,Approved,High Risk
SR_Req_1090248,Finance Operations Team,14/02/2024,2/05/2024,Closed Complete,SubTask_0264299,Procurement Operations Team,Closed Complete,14/02/2024,Not Yet Requested,High Risk
SR_Req_1090248,Finance Operations Team,14/02/2024,2/05/2024,Closed Complete,SubTask_0264300,OH&S Team,Closed Complete,2/05/2024,Approved,High Risk
SR_Req_1090264,Finance Operations Team,14/02/2024,2/05/2024,Closed Complete,SubTask_0264305,Procurement Operations Team,Closed Complete,14/02/2024,Not Yet Requested,High Risk
SR_Req_1090264,Finance Operations Team,14/02/2024,2/05/2024,Closed Complete,SubTask_0264306,OH&S Team,Closed Complete,2/05/2024,Approved,High Risk
SR_Req_1090273,Finance Operations Team,14/02/2024,24/04/2024,Closed Complete,SubTask_0264313,Procurement Operations Team,Closed Complete,15/02/2024,Not Yet Requested,High Risk
SR_Req_1090273,Finance Operations Team,14/02/2024,24/04/2024,Closed Complete,SubTask_0264314,OH&S Team,Closed Complete,23/04/2024,Rejected,High Risk
SR_Req_1090522,Finance Operations Team,15/02/2024,22/02/2024,Closed Complete,SubTask_0264414,Procurement Operations Team,Closed Complete,20/02/2024,Not Yet Requested,Medium Risk
SR_Req_1089666,Finance Operations Team,13/02/2024,29/02/2024,Closed Complete,SubTask_0264585,Category Management Team,Closed Complete,21/02/2024,Not Yet Requested,Medium Risk
SR_Req_1088247,Finance Operations Team,9/02/2024,27/02/2024,Closed Complete,SubTask_0264622,Category Management Team,Closed Complete,16/02/2024,Not Yet Requested,Medium Risk
SR_Req_1090522,Finance Operations Team,15/02/2024,22/02/2024,Closed Complete,SubTask_0264872,Category Management Team,Closed Complete,20/02/2024,Not Yet Requested,Medium Risk
SR_Req_1092134,Finance Operations Team,19/02/2024,19/03/2024,Closed Complete,SubTask_0264994,Procurement Operations Team,Closed Complete,18/03/2024,Not Yet Requested,Medium Risk
SR_Req_1092600,Finance Operations Team,19/02/2024,22/03/2024,Closed Complete,SubTask_0265159,Procurement Operations Team,Closed Complete,28/02/2024,Not Yet Requested,Medium Risk
SR_Req_1093190,Procurement Operations Team,20/02/2024,21/02/2024,Closed Complete,SubTask_0265322,Procurement Operations Team,Closed Complete,21/02/2024,Not Yet Requested,Medium Risk
SR_Req_1093556,Finance Operations Team,21/02/2024,6/05/2024,Closed Complete,SubTask_0265430,OH&S Team,Closed Complete,6/05/2024,Approved,Medium Risk
SR_Req_1092134,Finance Operations Team,19/02/2024,19/03/2024,Closed Complete,SubTask_0265551,Category Management Team,Closed Complete,5/03/2024,Not Yet Requested,Medium Risk
SR_Req_1092600,Finance Operations Team,19/02/2024,22/03/2024,Closed Complete,SubTask_0265700,Category Management Team,Closed Complete,22/02/2024,Not Yet Requested,Medium Risk
SR_Req_1094504,Procurement Operations Team,22/02/2024,,Awaiting Call Closure,SubTask_0265724,OH&S Team,Waiting for customer information,,Not Yet Requested,High Risk
SR_Req_1094504,Procurement Operations Team,22/02/2024,,Awaiting Call Closure,SubTask_0265723,Procurement Operations Team,Closed Complete,28/02/2024,Not Yet Requested,High Risk
SR_Req_1094623,Finance Operations Team,22/02/2024,6/05/2024,Closed Complete,SubTask_0265784,OH&S Team,Closed Complete,6/05/2024,Approved,Medium Risk
SR_Req_1094886,Procurement Operations Team,22/02/2024,1/03/2024,Closed Incomplete,SubTask_0265879,Procurement Operations Team,Closed Complete,1/03/2024,Not Yet Requested,Medium Risk
SR_Req_1094886,Procurement Operations Team,22/02/2024,1/03/2024,Closed Incomplete,SubTask_0265953,Category Management Team,Closed Complete,28/02/2024,Not Yet Requested,Medium Risk
SR_Req_1095130,Procurement Operations Team,23/02/2024,6/03/2024,Closed Incomplete,SubTask_0265972,Procurement Operations Team,Closed Complete,6/03/2024,Not Yet Requested,Medium Risk
SR_Req_1095404,Finance Operations Team,23/02/2024,7/03/2024,Closed Complete,SubTask_0266096,Procurement Operations Team,Closed Complete,28/02/2024,Not Yet Requested,Medium Risk
SR_Req_1097752,Finance Operations Team,26/02/2024,28/03/2024,Closed Complete,SubTask_0266278,Procurement Operations Team,Closed Complete,27/02/2024,Not Yet Requested,Medium Risk
SR_Req_1098175,Finance Operations Team,27/02/2024,25/03/2024,Closed Complete,SubTask_0266362,Procurement Operations Team,Closed Complete,27/02/2024,Not Yet Requested,Medium Risk
SR_Req_1098210,Finance Operations Team,27/02/2024,29/02/2024,Closed Complete,SubTask_0266370,Procurement Operations Team,Closed Complete,27/02/2024,Not Yet Requested,Medium Risk
SR_Req_1098847,Procurement Operations Team,27/02/2024,27/02/2024,Closed Skipped,SubTask_0266594,OH&S Team,Open,,Not Yet Requested,Medium Risk
SR_Req_1098969,Finance Operations Team,27/02/2024,1/03/2024,Closed Complete,SubTask_0266620,Procurement Operations Team,Closed Complete,27/02/2024,Not Yet Requested,Medium Risk
SR_Req_1099009,Finance Operations Team,28/02/2024,12/03/2024,Closed Complete,SubTask_0266623,Procurement Operations Team,Closed Complete,1/03/2024,Not Yet Requested,Medium Risk
SR_Req_1095404,Finance Operations Team,23/02/2024,7/03/2024,Closed Complete,SubTask_0266692,Procurement Operations Team,Closed Complete,1/03/2024,Not Yet Requested,Medium Risk
SR_Req_1099638,Finance Operations Team,28/02/2024,12/04/2024,Closed Complete,SubTask_0266809,OH&S Team,Closed Complete,12/04/2024,Rejected,Medium Risk
SR_Req_1099009,Finance Operations Team,28/02/2024,12/03/2024,Closed Complete,SubTask_0267030,Category Management Team,Closed Complete,1/03/2024,Not Yet Requested,Medium Risk
SR_Req_1100516,Procurement Operations Team,1/03/2024,4/03/2024,Closed Incomplete,SubTask_0267096,Procurement Operations Team,Closed Complete,1/03/2024,Not Yet Requested,Medium Risk
SR_Req_1100889,Procurement Operations Team,1/03/2024,5/03/2024,Closed Complete,SubTask_0267211,Procurement Operations Team,Closed Complete,5/03/2024,Not Yet Requested,Medium Risk
SR_Req_1100977,Finance Operations Team,1/03/2024,22/03/2024,Closed Complete,SubTask_0267228,Procurement Operations Team,Closed Complete,5/03/2024,Not Yet Requested,Medium Risk
SR_Req_1101015,Finance Operations Team,1/03/2024,30/04/2024,Closed Complete,SubTask_0267235,Procurement Operations Team,Closed Complete,6/03/2024,Not Yet Requested,High Risk
SR_Req_1101015,Finance Operations Team,1/03/2024,30/04/2024,Closed Complete,SubTask_0267236,OH&S Team,Closed Complete,23/04/2024,Approved,High Risk
SR_Req_1101124,Procurement Operations Team,1/03/2024,13/03/2024,Closed Incomplete,SubTask_0267255,Procurement Operations Team,Closed Complete,13/03/2024,Not Yet Requested,Medium Risk
SR_Req_1101327,Finance Operations Team,3/03/2024,14/03/2024,Closed Complete,SubTask_0267281,Procurement Operations Team,Closed Complete,4/03/2024,Not Yet Requested,Medium Risk
SR_Req_1101346,Finance Operations Team,4/03/2024,5/04/2024,Closed Complete,SubTask_0267283,Procurement Operations Team,Closed Complete,4/03/2024,Not Yet Requested,Medium Risk
SR_Req_1100467,Finance Operations Team,29/02/2024,14/03/2024,Closed Complete,SubTask_0267527,Category Management Team,Closed Complete,5/03/2024,Not Yet Requested,Low Risk
SR_Req_1102509,Finance Operations Team,4/03/2024,15/03/2024,Closed Complete,SubTask_0267648,Procurement Operations Team,Closed Complete,7/03/2024,Not Yet Requested,Medium Risk
SR_Req_1102543,Procurement Operations Team,5/03/2024,7/08/2024,Closed Complete,SubTask_0267650,OH&S Team,Closed Complete,7/08/2024,Not Yet Requested,Medium Risk
SR_Req_1100977,Finance Operations Team,1/03/2024,22/03/2024,Closed Complete,SubTask_0267681,Category Management Team,Closed Complete,5/03/2024,Not Yet Requested,Medium Risk
SR_Req_1101015,Finance Operations Team,1/03/2024,30/04/2024,Closed Complete,SubTask_0267649,Category Management Team,Closed Complete,5/03/2024,Not Yet Requested,High Risk
SR_Req_1103502,Finance Operations Team,5/03/2024,15/03/2024,Closed Complete,SubTask_0267904,Procurement Operations Team,Closed Complete,7/03/2024,Not Yet Requested,Medium Risk
SR_Req_1103947,Procurement Operations Team,6/03/2024,21/03/2024,Closed Incomplete,SubTask_0268118,Procurement Operations Team,Closed Complete,3/04/2024,Not Yet Requested,Medium Risk
SR_Req_1104263,Finance Operations Team,6/03/2024,13/03/2024,Closed Complete,SubTask_0268193,Procurement Operations Team,Closed Complete,7/03/2024,Not Yet Requested,Medium Risk
SR_Req_1104652,Finance Operations Team,7/03/2024,22/03/2024,Closed Complete,SubTask_0268405,Procurement Operations Team,Closed Complete,12/03/2024,Not Yet Requested,Medium Risk
SR_Req_1104988,Finance Operations Team,7/03/2024,11/04/2024,Closed Complete,SubTask_0268466,Procurement Operations Team,Closed Complete,19/03/2024,Not Yet Requested,Medium Risk
SR_Req_1105346,Finance Operations Team,8/03/2024,15/03/2024,Closed Complete,SubTask_0268573,Procurement Operations Team,Closed Complete,15/03/2024,Not Yet Requested,Medium Risk
SR_Req_1105563,Finance Operations Team,8/03/2024,19/03/2024,Closed Complete,SubTask_0268667,Procurement Operations Team,Closed Complete,13/03/2024,Not Yet Requested,Medium Risk
SR_Req_1105813,Finance Operations Team,9/03/2024,28/03/2024,Closed Complete,SubTask_0268757,Procurement Operations Team,Closed Complete,19/03/2024,Not Yet Requested,Medium Risk
SR_Req_1106020,Finance Operations Team,12/03/2024,6/05/2024,Closed Complete,SubTask_0268835,Procurement Operations Team,Closed Complete,19/03/2024,Not Yet Requested,High Risk
SR_Req_1106020,Finance Operations Team,12/03/2024,6/05/2024,Closed Complete,SubTask_0268836,OH&S Team,Closed Complete,2/05/2024,Approved,High Risk
SR_Req_1106020,Finance Operations Team,12/03/2024,6/05/2024,Closed Complete,SubTask_0269017,Category Management Team,Closed Complete,19/03/2024,Not Yet Requested,High Risk
SR_Req_1106825,Procurement Operations Team,12/03/2024,19/03/2024,Closed Incomplete,SubTask_0269111,Procurement Operations Team,Closed Complete,3/04/2024,Not Yet Requested,Medium Risk
SR_Req_1105346,Finance Operations Team,8/03/2024,15/03/2024,Closed Complete,SubTask_0269171,Category Management Team,Closed Complete,13/03/2024,Not Yet Requested,Medium Risk
SR_Req_1107430,Finance Operations Team,13/03/2024,28/03/2024,Closed Complete,SubTask_0269316,Procurement Operations Team,Closed Complete,18/03/2024,Not Yet Requested,Medium Risk
SR_Req_1107485,Finance Operations Team,13/03/2024,3/04/2024,Closed Complete,SubTask_0269336,Procurement Operations Team,Closed Complete,14/03/2024,Not Yet Requested,Medium Risk
SR_Req_1108131,Finance Operations Team,14/03/2024,28/03/2024,Closed Complete,SubTask_0269531,Procurement Operations Team,Closed Complete,15/03/2024,Not Yet Requested,Medium Risk
SR_Req_1108256,Finance Operations Team,14/03/2024,6/05/2024,Closed Complete,SubTask_0269571,OH&S Team,Closed Complete,2/05/2024,Approved,Medium Risk
SR_Req_1108357,Finance Operations Team,14/03/2024,20/03/2024,Closed Complete,SubTask_0269594,Procurement Operations Team,Closed Complete,18/03/2024,Not Yet Requested,Medium Risk
SR_Req_1107485,Finance Operations Team,13/03/2024,3/04/2024,Closed Complete,SubTask_0269603,Category Management Team,Closed Complete,15/03/2024,Not Yet Requested,Medium Risk
SR_Req_1109200,Finance Operations Team,18/03/2024,20/03/2024,Closed Complete,SubTask_0269891,Procurement Operations Team,Closed Complete,18/03/2024,Not Yet Requested,Medium Risk
SR_Req_1101257,Finance Operations Team,2/03/2024,17/05/2024,Closed Complete,SubTask_0269955,Procurement Operations Team,Closed Complete,18/03/2024,Not Yet Requested,Medium Risk
SR_Req_1107656,Finance Operations Team,13/03/2024,3/04/2024,Closed Complete,SubTask_0269964,Category Management Team,Closed Complete,22/03/2024,Not Yet Requested,Low Risk
SR_Req_1109766,Finance Operations Team,18/03/2024,15/04/2024,Closed Complete,SubTask_0270038,Procurement Operations Team,Closed Complete,19/03/2024,Not Yet Requested,Medium Risk
SR_Req_1109807,Finance Operations Team,18/03/2024,24/04/2024,Closed Complete,SubTask_0270046,Procurement Operations Team,Closed Complete,8/04/2024,Not Yet Requested,Medium Risk
SR_Req_1110525,Finance Operations Team,19/03/2024,3/04/2024,Closed Complete,SubTask_0270270,Procurement Operations Team,Closed Complete,19/03/2024,Not Yet Requested,Medium Risk
SR_Req_1110683,Finance Operations Team,19/03/2024,17/04/2024,Closed Complete,SubTask_0270305,Procurement Operations Team,Closed Complete,20/03/2024,Not Yet Requested,Medium Risk
SR_Req_1110802,Finance Operations Team,20/03/2024,30/04/2024,Closed Complete,SubTask_0270348,OH&S Team,Closed Complete,30/04/2024,Not Yet Requested,Medium Risk
SR_Req_1111037,Finance Operations Team,20/03/2024,22/03/2024,Closed Complete,SubTask_0270409,Procurement Operations Team,Closed Complete,20/03/2024,Not Yet Requested,Medium Risk
SR_Req_1111067,Finance Operations Team,20/03/2024,9/04/2024,Closed Complete,SubTask_0270412,Procurement Operations Team,Closed Complete,25/03/2024,Not Yet Requested,Medium Risk
SR_Req_1111666,Finance Operations Team,21/03/2024,3/04/2024,Closed Complete,SubTask_0270570,Procurement Operations Team,Closed Complete,21/03/2024,Not Yet Requested,Medium Risk
SR_Req_1112499,Finance Operations Team,22/03/2024,3/04/2024,Closed Complete,SubTask_0270777,Procurement Operations Team,Closed Complete,25/03/2024,Not Yet Requested,Medium Risk
SR_Req_1112804,Finance Operations Team,25/03/2024,6/05/2024,Closed Complete,SubTask_0270879,Procurement Operations Team,Closed Complete,26/03/2024,Not Yet Requested,High Risk
SR_Req_1112804,Finance Operations Team,25/03/2024,6/05/2024,Closed Complete,SubTask_0270880,OH&S Team,Closed Complete,6/05/2024,Not Yet Requested,High Risk
SR_Req_1112804,Finance Operations Team,25/03/2024,6/05/2024,Closed Complete,SubTask_0270946,Category Management Team,Closed Complete,26/03/2024,Not Yet Requested,High Risk
SR_Req_1110882,Finance Operations Team,20/03/2024,17/04/2024,Closed Complete,SubTask_0270987,Procurement Operations Team,Closed Complete,26/03/2024,Not Yet Requested,Medium Risk
SR_Req_1113318,Finance Operations Team,26/03/2024,17/04/2024,Closed Complete,SubTask_0270993,Procurement Operations Team,Closed Complete,26/03/2024,Not Yet Requested,Medium Risk
SR_Req_1113418,Finance Operations Team,26/03/2024,28/03/2024,Closed Complete,SubTask_0271031,Procurement Operations Team,Closed Complete,26/03/2024,Not Yet Requested,Medium Risk
SR_Req_1112360,Finance Operations Team,22/03/2024,5/04/2024,Closed Complete,SubTask_0271054,Category Management Team,Closed Complete,28/03/2024,Not Yet Requested,Low Risk
SR_Req_1111067,Finance Operations Team,20/03/2024,9/04/2024,Closed Complete,SubTask_0271055,Category Management Team,Closed Complete,26/03/2024,Not Yet Requested,Medium Risk
SR_Req_1113148,Finance Operations Team,25/03/2024,9/04/2024,Closed Complete,SubTask_0271082,Category Management Team,Closed Complete,5/04/2024,Not Yet Requested,Low Risk
SR_Req_1113965,Procurement Operations Team,26/03/2024,15/04/2024,Closed Skipped,SubTask_0271199,Procurement Operations Team,Closed Complete,4/04/2024,Not Yet Requested,Medium Risk
SR_Req_1114018,Finance Operations Team,27/03/2024,9/04/2024,Closed Complete,SubTask_0271203,Procurement Operations Team,Closed Complete,3/04/2024,Not Yet Requested,Medium Risk
SR_Req_1114147,Finance Operations Team,27/03/2024,9/04/2024,Closed Complete,SubTask_0271255,Procurement Operations Team,Closed Complete,27/03/2024,Not Yet Requested,Medium Risk
SR_Req_1114179,Finance Operations Team,27/03/2024,4/04/2024,Closed Complete,SubTask_0271273,Procurement Operations Team,Closed Complete,27/03/2024,Not Yet Requested,Medium Risk
SR_Req_1114239,Finance Operations Team,27/03/2024,3/05/2024,Closed Complete,SubTask_0271304,Procurement Operations Team,Closed Complete,8/04/2024,Not Yet Requested,Medium Risk
SR_Req_1114364,Procurement Operations Team,27/03/2024,3/04/2024,Closed Skipped,SubTask_0271366,Procurement Operations Team,Closed Complete,4/04/2024,Not Yet Requested,Medium Risk
SR_Req_1114411,Finance Operations Team,27/03/2024,15/04/2024,Closed Complete,SubTask_0271391,Procurement Operations Team,Closed Complete,27/03/2024,Not Yet Requested,Medium Risk
SR_Req_1114440,Finance Operations Team,27/03/2024,24/04/2024,Closed Complete,SubTask_0271414,Procurement Operations Team,Closed Complete,28/03/2024,Not Yet Requested,Medium Risk
SR_Req_1114572,Finance Operations Team,27/03/2024,8/04/2024,Closed Complete,SubTask_0271457,Procurement Operations Team,Closed Complete,28/03/2024,Not Yet Requested,Medium Risk
SR_Req_1114613,Finance Operations Team,27/03/2024,9/04/2024,Closed Complete,SubTask_0271468,Procurement Operations Team,Closed Complete,3/04/2024,Not Yet Requested,Medium Risk
SR_Req_1114651,Finance Operations Team,28/03/2024,15/04/2024,Closed Complete,SubTask_0271471,Procurement Operations Team,Closed Complete,5/04/2024,Not Yet Requested,Medium Risk
SR_Req_1114698,Finance Operations Team,28/03/2024,24/04/2024,Closed Complete,SubTask_0271522,Procurement Operations Team,Closed Complete,4/04/2024,Not Yet Requested,Medium Risk
SR_Req_1115022,Finance Operations Team,28/03/2024,16/05/2024,Closed Complete,SubTask_0271684,Procurement Operations Team,Closed Complete,28/03/2024,Not Yet Requested,Medium Risk
SR_Req_1115165,Finance Operations Team,28/03/2024,24/04/2024,Closed Complete,SubTask_0271740,Procurement Operations Team,Closed Complete,8/04/2024,Not Yet Requested,Medium Risk
SR_Req_1115211,Finance Operations Team,28/03/2024,15/04/2024,Closed Complete,SubTask_0271745,Procurement Operations Team,Closed Complete,9/04/2024,Not Yet Requested,Medium Risk
SR_Req_1116864,Procurement Operations Team,2/04/2024,11/04/2024,Closed Skipped,SubTask_0271864,Procurement Operations Team,Closed Complete,15/04/2024,Not Yet Requested,Medium Risk
SR_Req_1117104,Finance Operations Team,3/04/2024,9/04/2024,Closed Complete,SubTask_0271927,Procurement Operations Team,Closed Complete,3/04/2024,Not Yet Requested,Medium Risk
SR_Req_1114239,Finance Operations Team,27/03/2024,3/05/2024,Closed Complete,SubTask_0271978,Category Management Team,Closed Complete,15/04/2024,Not Yet Requested,Medium Risk
SR_Req_1117430,Finance Operations Team,3/04/2024,9/04/2024,Closed Complete,SubTask_0272002,Procurement Operations Team,Closed Complete,4/04/2024,Not Yet Requested,Medium Risk
SR_Req_1117578,Finance Operations Team,4/04/2024,1/07/2024,Closed Complete,SubTask_0272126,OH&S Team,Closed Complete,24/06/2024,Rejected,Medium Risk
SR_Req_1118212,Finance Operations Team,5/04/2024,17/04/2024,Closed Complete,SubTask_0272436,Procurement Operations Team,Closed Complete,11/04/2024,Not Yet Requested,Medium Risk
SR_Req_1114698,Finance Operations Team,28/03/2024,24/04/2024,Closed Complete,SubTask_0272511,Category Management Team,Closed Complete,8/04/2024,Not Yet Requested,Medium Risk
SR_Req_1118497,Finance Operations Team,8/04/2024,1/07/2024,Closed Complete,SubTask_0272527,Procurement Operations Team,Closed Complete,9/04/2024,Not Yet Requested,High Risk
SR_Req_1118497,Finance Operations Team,8/04/2024,1/07/2024,Closed Complete,SubTask_0272528,OH&S Team,Closed Complete,24/06/2024,Rejected,High Risk
SR_Req_1118568,Finance Operations Team,8/04/2024,24/04/2024,Closed Complete,SubTask_0272555,Procurement Operations Team,Closed Complete,9/04/2024,Not Yet Requested,Medium Risk
SR_Req_1114651,Finance Operations Team,28/03/2024,15/04/2024,Closed Complete,SubTask_0272627,Category Management Team,Closed Complete,8/04/2024,Not Yet Requested,Medium Risk
SR_Req_1119119,Finance Operations Team,8/04/2024,24/04/2024,Closed Complete,SubTask_0272697,Procurement Operations Team,Closed Complete,9/04/2024,Not Yet Requested,Medium Risk
SR_Req_1119498,Finance Operations Team,9/04/2024,24/04/2024,Closed Complete,SubTask_0272756,Procurement Operations Team,Closed Complete,9/04/2024,Not Yet Requested,Medium Risk
SR_Req_1119601,Finance Operations Team,9/04/2024,24/04/2024,Closed Complete,SubTask_0272779,Procurement Operations Team,Closed Complete,15/04/2024,Not Yet Requested,Medium Risk
SR_Req_1119847,Finance Operations Team,9/04/2024,6/05/2024,Closed Complete,SubTask_0272830,Procurement Operations Team,Closed Complete,10/04/2024,Not Yet Requested,Medium Risk
SR_Req_1119852,Finance Operations Team,9/04/2024,6/05/2024,Closed Complete,SubTask_0272831,Procurement Operations Team,Closed Complete,11/04/2024,Not Yet Requested,Medium Risk
SR_Req_1119870,Finance Operations Team,10/04/2024,30/04/2024,Closed Complete,SubTask_0272834,OH&S Team,Closed Complete,30/04/2024,Not Yet Requested,Medium Risk
SR_Req_1120569,Procurement Operations Team,11/04/2024,11/04/2024,Closed Skipped,SubTask_0273071,Procurement Operations Team,Closed Complete,11/04/2024,Not Yet Requested,Medium Risk
SR_Req_1118212,Finance Operations Team,5/04/2024,17/04/2024,Closed Complete,SubTask_0273204,Category Management Team,Closed Complete,11/04/2024,Not Yet Requested,Medium Risk
SR_Req_1121014,Finance Operations Team,12/04/2024,24/04/2024,Closed Complete,SubTask_0273233,Procurement Operations Team,Closed Complete,17/04/2024,Not Yet Requested,Medium Risk
SR_Req_1120932,Finance Operations Team,11/04/2024,17/04/2024,Closed Complete,SubTask_0273404,Category Management Team,Closed Complete,12/04/2024,Not Yet Requested,Low Risk
SR_Req_1121515,Procurement Operations Team,12/04/2024,15/04/2024,Closed Skipped,SubTask_0273411,Procurement Operations Team,Closed Complete,15/04/2024,Not Yet Requested,Medium Risk
SR_Req_1121524,Procurement Operations Team,12/04/2024,9/08/2024,Closed Complete,SubTask_0273416,Procurement Operations Team,Closed Complete,15/04/2024,Not Yet Requested,High Risk
SR_Req_1121524,Procurement Operations Team,12/04/2024,9/08/2024,Closed Complete,SubTask_0273417,OH&S Team,Closed Complete,8/08/2024,Not Yet Requested,High Risk
SR_Req_1121553,Finance Operations Team,12/04/2024,24/04/2024,Closed Incomplete,SubTask_0273419,OH&S Team,Closed Complete,2/05/2024,Not Yet Requested,Medium Risk
SR_Req_1121595,Finance Operations Team,14/04/2024,6/05/2024,Closed Complete,SubTask_0273426,Procurement Operations Team,Closed Complete,15/04/2024,Not Yet Requested,Medium Risk
SR_Req_1121837,Finance Operations Team,15/04/2024,24/04/2024,Closed Complete,SubTask_0273489,Procurement Operations Team,Closed Complete,15/04/2024,Not Yet Requested,Medium Risk
SR_Req_1121867,Finance Operations Team,15/04/2024,9/05/2024,Closed Complete,SubTask_0273504,Procurement Operations Team,Closed Complete,15/04/2024,Not Yet Requested,Medium Risk
SR_Req_1121916,Procurement Operations Team,15/04/2024,1/05/2024,Closed Incomplete,SubTask_0273512,Procurement Operations Team,Closed Complete,17/04/2024,Not Yet Requested,Medium Risk
SR_Req_1121978,Finance Operations Team,15/04/2024,24/04/2024,Closed Complete,SubTask_0273521,Procurement Operations Team,Closed Complete,15/04/2024,Not Yet Requested,Medium Risk
SR_Req_1122139,Finance Operations Team,15/04/2024,24/04/2024,Closed Complete,SubTask_0273573,Procurement Operations Team,Closed Complete,15/04/2024,Not Yet Requested,Medium Risk
SR_Req_1122342,Finance Operations Team,15/04/2024,6/05/2024,Closed Complete,SubTask_0273631,Procurement Operations Team,Closed Complete,18/04/2024,Not Yet Requested,Medium Risk
SR_Req_1122638,Finance Operations Team,16/04/2024,6/05/2024,Closed Complete,SubTask_0273733,Procurement Operations Team,Closed Complete,19/04/2024,Not Yet Requested,Medium Risk
SR_Req_1122883,Procurement Operations Team,16/04/2024,22/04/2024,Closed Skipped,SubTask_0273780,Procurement Operations Team,Closed Complete,17/04/2024,Not Yet Requested,Medium Risk
SR_Req_1122930,Finance Operations Team,16/04/2024,9/05/2024,Closed Complete,SubTask_0273788,Procurement Operations Team,Closed Complete,19/04/2024,Not Yet Requested,Medium Risk
SR_Req_1122942,Finance Operations Team,16/04/2024,26/04/2024,Closed Complete,SubTask_0273789,Procurement Operations Team,Closed Complete,18/04/2024,Not Yet Requested,Medium Risk
SR_Req_1123017,Finance Operations Team,17/04/2024,9/05/2024,Closed Complete,SubTask_0273814,Procurement Operations Team,Closed Complete,26/04/2024,Not Yet Requested,Medium Risk
SR_Req_1123042,Finance Operations Team,17/04/2024,18/06/2024,Closed Complete,SubTask_0273820,Procurement Operations Team,Closed Complete,4/06/2024,Not Yet Requested,Medium Risk
